lat,lon
36.62283,-83.703693
36.1215905,-83.48990549999999
36.6328604,-83.7276942
36.576972,-83.66076009999999
36.2014248,-83.6161692
36.19708600000001,-83.348781
36.163397,-83.793424
36.8700703,-83.88928140000002
36.6185352,-83.7040776
36.50730220000001,-84.1418728
36.7268581,-84.1668834
36.6274309,-83.6215173
36.7360569,-83.7378927
36.43557819999999,-84.05820419999999
36.163397,-83.793424
36.4425827,-83.5996306
36.72271949999999,-84.1694397
36.8694752,-83.88118120000001
36.2809202,-83.5149023
36.2364808,-83.30906019999999
36.2475937,-83.2279463
36.1953784,-82.88348870000002
36.19708600000001,-83.348781
36.213212,-83.26190439999999
36.2258794,-83.26266110000002
36.2237952,-83.0461685
36.22027499999999,-83.260155
36.381203,-83.1798924
36.7339776,-83.0426681
36.2364808,-83.30906019999999
36.1388018,-83.277896
36.69777730000001,-82.7374115
36.62283,-83.703693
36.2075284,-83.3224415
36.2136776,-83.2551292
36.576972,-83.66076009999999
36.141091,-83.27964999999999
36.2106688,-83.2945654
36.22523899999999,-83.256316
36.3450422,-83.29356949999999
36.3357604,-82.4076382
36.3349686,-82.37622700000001
36.3055479,-82.3703025
36.50560029999999,-82.5505199
36.1953784,-82.88348870000002
36.507027,-82.5668622
36.5461766,-82.5113274
36.6289248,-82.1275972
36.50462,-82.4318313
36.3759972,-82.4290473
36.5518847,-82.5120682
36.5901374,-82.2539195
36.31321000000001,-82.3868973
36.18304699999999,-82.769127
36.47249819999999,-82.4905173
36.36016,-82.39628800000001
36.515694,-82.25696669999999
36.5908699,-82.25228179999999
36.349426,-82.37881399999999
36.34934210000001,-82.3822455
36.6289248,-82.1275972
36.3349686,-82.37622700000001
36.3357604,-82.4076382
36.3055479,-82.3703025
36.50560029999999,-82.5505199
36.507027,-82.5668622
36.5901374,-82.2539195
36.31321000000001,-82.3868973
36.5461766,-82.5113274
36.50462,-82.4318313
36.3759972,-82.4290473
36.5518847,-82.5120682
36.5908699,-82.25228179999999
36.515694,-82.25696669999999
36.3016849,-82.29511149999999
36.36016,-82.39628800000001
36.349426,-82.37881399999999
36.47249819999999,-82.4905173
36.34934210000001,-82.3822455
36.34354899999999,-82.371706
36.6289248,-82.1275972
36.1982871,-81.65578719999999
36.2043099,-81.6715327
36.19467839999999,-81.87799509999999
36.17440990000001,-81.6625573
36.77252,-81.82925
36.12476129999999,-81.67168939999999
36.2134842,-81.6841448
36.2071736,-81.6990445
36.14926639999999,-81.8597522
36.20369100000001,-81.673903
36.20456,-81.69412
36.2157888,-81.6676652
36.6212489,-81.4844845
36.217704,-81.662278
36.13483379999999,-81.6784071
36.133001,-81.674464
36.7154731,-81.9364683
36.2035823,-81.6712356
36.126627,-81.845725
36.9651343,-81.06996409999999
36.96441300000001,-81.063958
36.4084653,-80.99313339999999
36.7446983,-80.7785797
36.1516624,-81.1887876
36.27930200000001,-80.824107
36.140776,-81.178055
36.39925100000001,-81.0687662
36.6859587,-80.8851507
36.3933055,-80.7858266
36.9468875,-81.05450499999999
36.6212489,-81.4844845
36.74326060000001,-80.7762516
36.9489783,-81.05916959999999
36.94622870000001,-81.0548335
36.9664084,-81.0706672
36.4552872,-80.81857409999999
36.6625932,-80.9309779
36.2405696,-80.8164296
36.4760753,-81.4012671
36.4084653,-80.99313339999999
36.7446983,-80.7785797
36.27930200000001,-80.824107
36.4790692,-80.6203057
36.661775,-80.431933
36.5081752,-80.62614459999999
36.3965253,-80.26822279999999
36.2405696,-80.8164296
36.3933055,-80.7858266
36.6859587,-80.8851507
36.47961,-80.61516499999999
36.74326060000001,-80.7762516
36.39925100000001,-81.0687662
36.23787,-80.82123700000001
36.1808709,-80.8882328
36.182579,-80.77139199999999
36.74986,-80.4049299
36.3145591,-80.3755759
36.6582434,-80.5733853
36.4552872,-80.81857409999999
36.13006800000001,-80.261534
36.70514999999999,-79.91044
36.1879847,-80.2738323
36.0989978,-80.246743
36.661775,-80.431933
36.0993412,-80.24768139999999
36.3965253,-80.26822279999999
36.14995,-80.276252
36.4790692,-80.6203057
36.5081752,-80.62614459999999
36.634129,-79.851661
36.170076,-80.26088039999999
36.703383,-79.907607
36.47961,-80.61516499999999
36.7270815,-79.96281909999999
36.74986,-80.4049299
36.704553,-79.90903399999999
36.3145591,-80.3755759
36.487641,-79.737869
36.6412647,-79.8608546
36.70514999999999,-79.91044
36.5949343,-79.40464510000001
36.5959557,-79.40555429999999
36.634129,-79.851661
36.2089811,-79.8069525
36.703383,-79.907607
36.487641,-79.737869
36.494636,-79.73928699999999
36.5941933,-79.4102953
36.704553,-79.90903399999999
36.7270815,-79.96281909999999
36.6412647,-79.8608546
36.49347700000001,-79.741947
36.3531844,-79.6670785
36.196409,-79.787505
36.22852239999999,-79.7668868
36.2762186,-79.78280579999999
36.593727,-79.42307199999999
36.594159,-79.42163599999999
36.5937356,-79.421509
36.5949343,-79.40464510000001
36.5959557,-79.40555429999999
36.68791599999999,-78.89076899999999
36.698279,-78.944025
36.5941933,-79.4102953
36.379426,-78.983212
36.9519829,-79.3775963
36.4085336,-78.97486529999999
36.6872178,-78.8968637
36.36579330000001,-78.9783257
36.593727,-79.42307199999999
36.594159,-79.42163599999999
36.5937356,-79.421509
36.825694,-79.39808099999999
36.594175,-79.421724
36.9254182,-79.3303014
36.57982159999999,-79.3453749
36.596765,-79.43055799999999
36.596502,-79.40676490000001
36.6311464,-79.3953421
36.68791599999999,-78.89076899999999
36.347367,-78.389851
36.698279,-78.944025
36.379426,-78.983212
36.33280399999999,-78.446445
36.6109461,-78.29335660000001
36.324434,-78.48824599999999
36.6872178,-78.8968637
36.4085336,-78.97486529999999
36.2985085,-78.587182
36.6981267,-78.67681089999999
36.36579330000001,-78.9783257
36.43681249999999,-78.2224942
36.1421214,-78.718436
36.3307291,-78.4451019
36.496635,-78.1839
36.3412204,-78.3945928
36.326444,-78.452318
36.3163781,-78.555793
36.29386399999999,-78.579912
36.7092097,-78.1113822
36.712592,-78.1110334
36.347367,-78.389851
36.496635,-78.1839
36.5084798,-78.08388169999999
36.43681249999999,-78.2224942
36.6109461,-78.29335660000001
36.5315484,-77.9448103
36.7217863,-78.1185399
36.7134653,-78.1095636
36.33280399999999,-78.446445
36.7529245,-77.8633267
36.324434,-78.48824599999999
36.3412204,-78.3945928
36.3307291,-78.4451019
36.326444,-78.452318
36.444165,-78.21145899999999
36.2466302,-77.8888259
36.61560720000001,-78.49562379999999
36.33479,-78.443569
36.1401544,-77.59219580000001
36.706338,-77.5573914
36.7030701,-77.554276
36.3992142,-77.6403977
36.7031253,-77.54689139999999
36.7033678,-77.5527596
36.43301699999999,-77.631202
36.4283989,-77.6181741
36.7092097,-78.1113822
36.47122299999999,-77.611465
36.430167,-77.632494
36.7535636,-77.4834418
36.5315484,-77.9448103
36.7529245,-77.8633267
36.712592,-78.1110334
36.5084798,-78.08388169999999
36.461561,-77.654127
36.7045689,-77.5472212
36.461561,-77.654127
36.664453,-77.5522381
36.6826507,-76.9282942
36.706338,-77.5573914
36.7030701,-77.554276
36.7031253,-77.54689139999999
36.3992142,-77.6403977
36.7033678,-77.5527596
36.4283989,-77.6181741
36.43301699999999,-77.631202
36.304849,-77.023026
36.47122299999999,-77.611465
36.6882061,-77.015796
36.7535636,-77.4834418
36.4354563,-77.09697589999999
36.430167,-77.632494
36.333362,-77.02366889999999
36.677651,-76.922461
36.664453,-77.5522381
36.7045689,-77.5472212
36.4365833,-76.69930099999999
36.461561,-77.654127
36.738819,-76.58093
36.878451,-76.4386847
36.6826507,-76.9282942
36.892248,-76.432045
36.76701,-76.25079199999999
36.29884610000001,-76.2516553
36.7788583,-76.2419173
36.8376108,-76.29633799999999
36.781775,-76.236575
36.77902969999999,-76.2425828
36.78981400000001,-76.236359
36.8437588,-76.28962709999999
36.84558320000001,-76.2908752
36.84685500000001,-76.287246
36.85391140000001,-76.29170049999999
36.855056,-76.286199
36.790218,-76.233822
36.7714229,-76.5859144
36.8204701,-76.4248984
36.8050364,-76.3493464
36.76701,-76.25079199999999
36.7788583,-76.2419173
36.781775,-76.236575
36.29884610000001,-76.2516553
36.78981400000001,-76.236359
36.80353789999999,-76.1918056
36.834129,-76.13008099999999
36.8345677,-76.129444
36.8415766,-76.13614559999999
36.8435461,-76.1828494
36.843948,-76.1865139
36.8441109,-76.1808112
36.8447091,-76.17940399999999
36.8431098,-76.1322419
36.84737270000001,-76.1785757
36.8376108,-76.29633799999999
36.8437588,-76.28962709999999
36.84558320000001,-76.2908752
36.84685500000001,-76.287246
36.861889,-76.2145141
36.3645088,-75.8279292
36.834314,-75.97087400000001
36.8353144,-75.97099829999999
36.83921520000001,-75.9721004
36.842598,-75.9730624
36.8466659,-75.9744912
36.84789,-75.97456
36.841333,-75.97278299999999
36.8381866,-75.9719303
36.8530093,-75.9759116
36.8539766,-75.9761125
36.8447524,-75.9922407
36.856991,-75.97698299999999
36.8564888,-75.9793279
36.85895999999999,-75.97775899999999
36.86063019999999,-75.9780607
36.8623509,-75.97886869999999
36.86393229999999,-75.9791681
36.8657129,-75.9793712
36.854662,-75.97750099999999
37.1375896,-83.7804761
36.9539786,-83.9779843
36.9794835,-84.11361409999999
37.11189,-84.100145
36.9764606,-84.11291279999999
37.112274,-84.095449
36.9791116,-84.11193349999999
36.9165637,-84.1281206
37.1124581,-84.0992201
36.62283,-83.703693
36.8700703,-83.88928140000002
36.9752144,-84.10958459999999
37.151765,-84.1160616
36.91865200000001,-84.13319500000001
37.14909699999999,-84.11545799999999
36.96229100000001,-84.0760249
37.1437593,-84.1083842
36.96002,-84.07474599999999
37.1137348,-84.09372119999999
37.138747,-83.7708
36.9737029,-82.9873844
37.2825745,-83.2263268
37.1939839,-83.1810055
37.132034,-82.9728174
37.119205,-82.8851566
37.10716519999999,-82.860581
37.12032320000001,-82.85156010000001
37.2930187,-83.2156737
36.7339776,-83.0426681
37.3503704,-83.3404572
37.3323206,-82.9476627
37.3867603,-83.24323079999999
37.3359167,-82.8735944
37.08260059999999,-82.69293569999999
37.165671,-83.379155
37.28142709999999,-83.23022139999999
37.116338,-82.795165
36.82390999999999,-83.320257
37.2841269,-83.21061
37.336931,-82.981498
36.9737029,-82.9873844
36.9378932,-82.61028449999999
36.69777730000001,-82.7374115
37.08260059999999,-82.69293569999999
37.12032320000001,-82.85156010000001
37.10716519999999,-82.860581
37.119205,-82.8851566
37.3359167,-82.8735944
37.132034,-82.9728174
36.8506595,-82.3137539
37.3323206,-82.9476627
36.97273360000001,-82.5976422
36.9314796,-82.6346294
36.966183,-82.60015
36.8026041,-82.2873633
37.15010669999999,-82.4559845
36.8406099,-82.2376361
36.94396989999999,-82.4640636
37.116338,-82.795165
37.4651812,-82.5270022
37.3023325,-82.117634
36.6289248,-82.1275972
37.06284439999999,-81.74111649999999
36.8883048,-82.11007459999999
36.77252,-81.82925
36.8406099,-82.2376361
36.8506595,-82.3137539
36.8298308,-82.07901969999999
37.15122329999999,-81.8987326
36.8026041,-82.2873633
37.0937465,-81.7979659
36.9378932,-82.61028449999999
37.1556692,-81.76955760000001
36.7154731,-81.9364683
36.70983349999999,-81.9773482
37.27788899999999,-82.09902199999999
36.97273360000001,-82.5976422
37.28629040000001,-82.2935306
37.15010669999999,-82.4559845
37.093169,-81.79372699999999
37.06284439999999,-81.74111649999999
37.3023325,-82.117634
36.77252,-81.82925
36.8883048,-82.11007459999999
36.8803842,-81.5349581
37.0937465,-81.7979659
37.1556692,-81.76955760000001
37.15122329999999,-81.8987326
36.81420800000001,-81.6400039
36.7154731,-81.9364683
36.8298308,-82.07901969999999
37.24453800000001,-81.24627699999999
37.093169,-81.79372699999999
36.70983349999999,-81.9773482
37.2409847,-81.2439417
37.22900299999999,-81.325452
36.8456703,-81.49317959999999
37.2605206,-81.2809297
37.0170552,-81.978459
37.27788899999999,-82.09902199999999
36.9651343,-81.06996409999999
36.96441300000001,-81.063958
37.36098210000001,-81.0532236
36.9468875,-81.05450499999999
36.9664084,-81.0706672
37.3634385,-81.0568924
36.966533,-81.07139099999999
37.365238,-81.03993
36.9489783,-81.05916959999999
36.94622870000001,-81.0548335
37.3594631,-81.05663
37.0752794,-80.6914214
36.9425846,-80.9458909
37.24453800000001,-81.24627699999999
37.255951,-81.1817614
36.9476069,-80.924528
36.7446983,-80.7785797
37.3390064,-81.1664838
36.949679,-81.05682399999999
37.0659538,-80.7839605
37.1657,-80.4169
37.2248931,-80.4421895
37.1992009,-80.4012643
37.1363258,-80.3522193
36.96441300000001,-81.063958
36.9651343,-81.06996409999999
37.1406819,-80.5528351
37.137522,-80.349672
37.22838429999999,-80.42341669999999
36.9468875,-81.05450499999999
36.7446983,-80.7785797
36.9664084,-81.0706672
37.2249702,-80.4145422
37.18478,-80.408031
36.966533,-81.07139099999999
36.9489783,-81.05916959999999
37.1622633,-80.42221909999999
37.1374724,-80.35326630000002
36.94622870000001,-81.0548335
37.0752794,-80.6914214
37.1363258,-80.3522193
37.1657,-80.4169
37.1992009,-80.4012643
37.2248931,-80.4421895
37.2744952,-79.9394276
37.3082252,-79.97925579999999
37.3095045,-79.9776569
37.2817395,-79.9405444
37.1406819,-80.5528351
37.2546393,-79.9508987
37.137522,-80.349672
37.225256,-79.984045
37.2955908,-80.09716619999999
37.309219,-79.97091499999999
37.3188661,-80.0315284
37.22838429999999,-80.42341669999999
37.3546257,-79.9567873
37.3564954,-79.9565033
37.327687,-79.993794
37.36004219999999,-79.95958490000001
37.2744952,-79.9394276
37.2817395,-79.9405444
37.3082252,-79.97925579999999
37.3095045,-79.9776569
37.2546393,-79.9508987
36.9519829,-79.3775963
37.225256,-79.984045
37.448364,-79.604359
37.309219,-79.97091499999999
36.70514999999999,-79.91044
37.3546257,-79.9567873
37.3564954,-79.9565033
37.27097000000001,-79.94142699999999
37.327687,-79.993794
37.3188661,-80.0315284
37.36004219999999,-79.95958490000001
37.2631839,-80.03162379999999
37.304065,-79.964044
37.310444,-79.97959399999999
37.279968,-79.93685909999999
37.3689615,-79.17355230000001
37.3703641,-79.17907029999999
37.344847,-79.187186
37.416722,-79.144604
36.9519829,-79.3775963
37.33510400000001,-79.19110599999999
37.367915,-79.18036
37.3606493,-79.1727942
37.4114087,-79.1374787
37.3529323,-79.17692819999999
37.3058602,-79.27067389999999
37.3779816,-79.2241643
37.393526,-79.15887099999999
37.349251,-79.188975
37.363757,-79.170773
37.3552875,-79.2243642
37.3537301,-79.1856967
37.160421,-79.2241889
36.9254182,-79.3303014
36.9890337,-79.4830834
37.29717979999999,-78.3961973
37.2999693,-78.3930712
37.2403758,-78.46102979999999
37.2409835,-78.6002781
36.68791599999999,-78.89076899999999
37.3720892,-78.8347361
37.3775201,-78.7960069
37.3232074,-78.38944049999999
37.277959,-78.398417
36.698279,-78.944025
36.6981267,-78.67681089999999
36.6872178,-78.8968637
37.3050762,-78.3916453
37.176174,-78.27304099999999
37.35119019999999,-78.8280254
37.1129266,-79.00710839999999
37.3025074,-78.4039519
37.3041481,-78.39091239999999
37.27280349999999,-78.4034873
37.34477440000001,-78.8256996
37.29717979999999,-78.3961973
37.2999693,-78.3930712
36.7092097,-78.1113822
36.712592,-78.1110334
37.2403758,-78.46102979999999
37.0762613,-78.0011148
36.9318152,-77.9386112
37.3232074,-78.38944049999999
36.7217863,-78.1185399
36.7134653,-78.1095636
37.277959,-78.398417
36.7529245,-77.8633267
37.2409835,-78.6002781
37.176174,-78.27304099999999
37.3050762,-78.3916453
37.24903939999999,-77.7258294
37.1816808,-78.1759321
37.3041481,-78.39091239999999
37.3025074,-78.4039519
37.27280349999999,-78.4034873
37.3558008,-77.4081788
37.352295,-77.39816499999999
37.353673,-77.399452
37.14297579999999,-77.35858929999999
37.146413,-77.35748
37.253667,-77.393176
36.706338,-77.5573914
37.2490999,-77.3911351
36.7030701,-77.554276
37.242346,-77.38689
37.4207207,-77.6380848
37.1472205,-77.35766149999999
37.347815,-77.344391
37.353281,-77.398122
37.3558848,-77.4086772
37.2627467,-77.32578889999999
37.2697391,-77.31641809999999
36.7031253,-77.54689139999999
37.2289073,-77.39259799999999
36.7033678,-77.5527596
37.352295,-77.39816499999999
37.353673,-77.399452
37.3558008,-77.4081788
37.2655918,-76.7963834
37.26305,-76.769179
37.303477,-76.780541
37.14297579999999,-77.35858929999999
37.304949,-76.74783
36.6826507,-76.9282942
37.347815,-77.344391
37.146413,-77.35748
37.2861412,-76.722169
37.29455540000001,-76.7275593
37.253667,-77.393176
37.2490999,-77.3911351
37.3307456,-77.1862589
37.283598,-76.70786799999999
37.242346,-77.38689
37.1472205,-77.35766149999999
37.2697391,-77.31641809999999
37.0871535,-76.4716993
37.249354,-76.662497
37.0347125,-76.3965678
37.2639964,-76.6788617
37.0576998,-76.3929777
37.2683217,-76.6371423
37.0389409,-76.3874081
37.0371486,-76.3840524
37.26305,-76.769179
37.283585,-76.688728
37.283598,-76.70786799999999
37.2655918,-76.7963834
36.892248,-76.432045
37.2861412,-76.722169
36.878451,-76.4386847
37.29455540000001,-76.7275593
37.0245393,-76.3421433
37.304949,-76.74783
37.303477,-76.780541
36.9304599,-76.318679
37.0245393,-76.3421433
36.91295249999999,-76.0681616
36.9304599,-76.318679
37.0371486,-76.3840524
37.0389409,-76.3874081
37.0576998,-76.3929777
37.0347125,-76.3965678
36.861889,-76.2145141
36.88517139999999,-76.3020265
36.84737270000001,-76.1785757
36.8447091,-76.17940399999999
36.8441109,-76.1808112
36.843948,-76.1865139
36.8435461,-76.1828494
36.8431098,-76.1322419
36.8415766,-76.13614559999999
36.855056,-76.286199
36.85391140000001,-76.29170049999999
36.8345677,-76.129444
36.834129,-76.13008099999999
36.8830809,-75.9849285
36.8657129,-75.9793712
36.86393229999999,-75.9791681
36.8623509,-75.97886869999999
36.86063019999999,-75.9780607
36.85895999999999,-75.97775899999999
36.856991,-75.97698299999999
36.8539766,-75.9761125
36.8530093,-75.9759116
36.8564888,-75.9793279
36.84789,-75.97456
36.8466659,-75.9744912
36.842598,-75.9730624
36.83921520000001,-75.9721004
36.8353144,-75.97099829999999
36.834314,-75.97087400000001
36.8447524,-75.9922407
36.91295249999999,-76.0681616
36.841333,-75.97278299999999
36.8381866,-75.9719303
37.7769198,-83.68837479999999
37.1375896,-83.7804761
37.767759,-83.608837
37.6270288,-83.8685321
37.7200838,-83.7715831
37.590362,-83.95464679999999
